revol_util,grade,sub_grade
80.50%,A,A4
80.50%,A,A4
80.50%,B,B1
80.50%,B,B1
80.50%,B,B1
80.50%,B,B3
80.50%,B,B3
80.50%,B,B5
80.50%,B,B5
80.50%,C,C1
80.50%,C,C1
80.50%,C,C1
80.50%,C,C2
80.50%,C,C2
80.50%,C,C2
80.50%,C,C4
80.50%,C,C5
80.50%,C,C5
80.50%,D,D2
80.50%,D,D3
80.50%,D,D4
80.50%,D,D4
80.50%,D,D5
80.50%,E,E2
80.50%,E,E2
80.50%,E,E3
80.50%,E,E3
80.50%,E,E5
80.50%,E,E5
80.50%,E,E5
80.50%,F,F1
80.50%,F,F2
80.50%,G,G1
80.60%,A,A2
80.60%,A,A5
80.60%,B,B1
80.60%,B,B1
80.60%,B,B3
80.60%,B,B3
80.60%,B,B4
80.60%,B,B4
80.60%,B,B4
80.60%,B,B4
80.60%,B,B5
80.60%,B,B5
80.60%,C,C1
80.60%,C,C1
80.60%,C,C1
80.60%,C,C1
80.60%,C,C2
80.60%,C,C2
80.60%,C,C2
80.60%,C,C2
80.60%,C,C3
80.60%,C,C3
80.60%,C,C4
80.60%,C,C5
80.60%,C,C5
80.60%,C,C5
80.60%,C,C5
80.60%,C,C5
80.60%,D,D1
80.60%,D,D1
80.60%,D,D2
80.60%,D,D2
80.60%,D,D2
80.60%,D,D4
80.60%,D,D4
80.60%,D,D4
80.60%,D,D5
80.60%,D,D5
80.60%,D,D5
80.60%,D,D5
80.60%,E,E1
80.60%,E,E5
80.60%,F,F1
80.60%,F,F1
80.60%,F,F4
80.60%,F,F5
80.70%,A,A4
80.70%,B,B1
80.70%,B,B2
80.70%,B,B2
80.70%,B,B2
80.70%,B,B3
80.70%,B,B3
80.70%,B,B3
80.70%,B,B4
80.70%,B,B4
80.70%,B,B4
80.70%,B,B5
80.70%,B,B5
80.70%,B,B5
80.70%,B,B5
80.70%,C,C1
80.70%,C,C1
80.70%,C,C1
80.70%,C,C2
80.70%,C,C2
80.70%,C,C2
80.70%,C,C2
80.70%,C,C3
80.70%,C,C3
80.70%,C,C3
80.70%,C,C3
80.70%,C,C3
80.70%,C,C4
80.70%,C,C4
80.70%,C,C4
80.70%,C,C4
80.70%,C,C4
80.70%,D,D1
80.70%,D,D1
80.70%,D,D2
80.70%,D,D2
80.70%,D,D2
80.70%,D,D3
80.70%,D,D4
80.70%,E,E1
80.70%,E,E1
80.70%,E,E1
80.70%,E,E2
80.70%,E,E3
80.70%,G,G3
80.80%,A,A2
80.80%,A,A5
80.80%,B,B1
80.80%,B,B2
80.80%,B,B3
80.80%,B,B3
80.80%,B,B4
80.80%,B,B4
80.80%,B,B4
80.80%,B,B5
80.80%,B,B5
80.80%,B,B5
80.80%,C,C1
80.80%,C,C1
80.80%,C,C1
80.80%,C,C2
80.80%,C,C2
80.80%,C,C2
80.80%,C,C2
80.80%,C,C3
80.80%,C,C3
80.80%,C,C4
80.80%,C,C4
80.80%,C,C4
80.80%,C,C5
80.80%,D,D1
80.80%,D,D1
80.80%,D,D2
80.80%,D,D2
80.80%,D,D2
80.80%,D,D3
80.80%,D,D4
80.80%,D,D4
80.80%,D,D5
80.80%,E,E1
80.80%,E,E4
80.80%,E,E5
80.80%,E,E5
80.80%,E,E5
80.80%,F,F1
80.80%,F,F2
80.90%,A,A2
80.90%,A,A3
80.90%,A,A4
80.90%,B,B3
80.90%,B,B3
80.90%,B,B3
80.90%,B,B4
80.90%,B,B4
80.90%,B,B4
80.90%,C,C1
80.90%,C,C1
80.90%,C,C1
80.90%,C,C1
80.90%,C,C1
80.90%,C,C1
80.90%,C,C2
80.90%,C,C2
80.90%,C,C3
80.90%,C,C3
80.90%,C,C3
80.90%,D,D2
80.90%,D,D2
80.90%,D,D2
80.90%,D,D3
80.90%,D,D4
80.90%,D,D4
80.90%,D,D5
80.90%,D,D5
80.90%,E,E1
80.90%,E,E1
80.90%,E,E3
80.90%,E,E3
80.90%,E,E4
80.90%,E,E4
80.90%,E,E5
80.90%,E,E5
81%,A,A3
81%,A,A4
81%,A,A4
81%,A,A5
81%,B,B1
81%,B,B2
81%,B,B2
81%,B,B2
81%,B,B3
81%,B,B3
81%,B,B3
81%,B,B4
81%,B,B4
81%,B,B4
81%,B,B5
81%,B,B5
81%,B,B5
81%,B,B5
81%,C,C1
81%,C,C1
81%,C,C1
81%,C,C2
81%,C,C2
81%,C,C3
81%,C,C3
81%,C,C4
81%,C,C5
81%,C,C5
81%,D,D1
81%,D,D2
81%,D,D2
81%,D,D2
81%,D,D2
81%,D,D4
81%,D,D4
81%,D,D4
81%,D,D4
81%,D,D5
81%,D,D5
81%,E,E1
81%,E,E2
81%,E,E2
81%,E,E4
81%,F,F1
81%,F,F5
81.10%,A,A4
81.10%,A,A4
81.10%,A,A5
81.10%,B,B1
81.10%,B,B3
81.10%,B,B4
81.10%,B,B5
81.10%,B,B5
81.10%,B,B5
81.10%,B,B5
81.10%,C,C1
81.10%,C,C1
81.10%,C,C1
81.10%,C,C1
81.10%,C,C2
81.10%,C,C2
81.10%,C,C2
81.10%,C,C2
81.10%,C,C3
81.10%,C,C3
81.10%,C,C4
81.10%,D,D2
81.10%,D,D2
81.10%,D,D2
81.10%,D,D2
81.10%,D,D3
81.10%,D,D3
81.10%,D,D3
81.10%,D,D3
81.10%,D,D4
81.10%,D,D4
81.10%,D,D5
81.10%,D,D5
81.10%,E,E1
81.10%,E,E1
81.10%,E,E2
81.10%,E,E2
81.10%,E,E3
81.10%,E,E4
81.10%,F,F1
81.10%,F,F1
81.10%,F,F3
81.10%,F,F4
81.10%,F,F5
81.10%,G,G1
81.10%,G,G2
81.20%,A,A4
81.20%,A,A5
81.20%,A,A5
81.20%,B,B1
81.20%,B,B1
81.20%,B,B3
81.20%,B,B3
81.20%,B,B4
81.20%,B,B4
81.20%,B,B4
81.20%,B,B4
81.20%,B,B5
81.20%,B,B5
81.20%,B,B5
81.20%,C,C1
81.20%,C,C1
81.20%,C,C1
81.20%,C,C1
81.20%,C,C1
81.20%,C,C2
81.20%,C,C2
81.20%,C,C3
81.20%,C,C4
81.20%,C,C4
81.20%,C,C5
81.20%,C,C5
81.20%,D,D1
81.20%,D,D2
81.20%,D,D2
81.20%,D,D3
81.20%,D,D3
81.20%,D,D3
81.20%,D,D4
81.20%,D,D5
81.20%,E,E1
81.20%,E,E2
81.20%,E,E2
81.20%,E,E3
81.20%,E,E3
81.20%,E,E4
81.30%,A,A4
81.30%,A,A4
81.30%,A,A5
81.30%,B,B1
81.30%,B,B1
81.30%,B,B1
81.30%,B,B2
81.30%,B,B2
81.30%,B,B3
81.30%,B,B3
81.30%,B,B4
81.30%,B,B4
81.30%,B,B5
81.30%,B,B5
81.30%,C,C1
81.30%,C,C1
81.30%,C,C1
81.30%,C,C1
81.30%,C,C2
81.30%,C,C2
81.30%,C,C4
81.30%,C,C4
81.30%,C,C5
81.30%,C,C5
81.30%,D,D1
81.30%,D,D2
81.30%,D,D2
81.30%,D,D3
81.30%,D,D3
81.30%,D,D3
81.30%,D,D4
81.30%,D,D5
81.30%,E,E1
81.30%,E,E2
81.30%,E,E2
81.30%,E,E3
81.30%,E,E4
81.30%,E,E5
81.31%,E,E5
81.40%,A,A4
81.40%,A,A4
81.40%,A,A5
81.40%,A,A5
81.40%,B,B1
81.40%,B,B1
81.40%,B,B1
81.40%,B,B2
81.40%,B,B2
81.40%,B,B2
81.40%,B,B2
81.40%,B,B3
81.40%,B,B3
81.40%,B,B4
81.40%,B,B4
81.40%,B,B5
81.40%,C,C1
81.40%,C,C1
81.40%,C,C1
81.40%,C,C1
81.40%,C,C2
81.40%,C,C2
81.40%,C,C4
81.40%,D,D1
81.40%,D,D1
81.40%,D,D2
81.40%,D,D2
81.40%,D,D2
81.40%,D,D4
81.40%,D,D5
81.40%,E,E1
81.40%,E,E1
81.40%,E,E2
81.40%,E,E2
81.40%,E,E4
81.50%,A,A2
81.50%,A,A4
81.50%,B,B1
81.50%,B,B2
81.50%,B,B2
81.50%,B,B2
81.50%,B,B4
81.50%,B,B4
81.50%,B,B4
81.50%,B,B5
81.50%,B,B5
81.50%,C,C1
81.50%,C,C2
81.50%,C,C2
81.50%,C,C2
81.50%,C,C2
81.50%,C,C2
81.50%,C,C2
81.50%,C,C2
81.50%,C,C3
81.50%,C,C3
81.50%,C,C4
81.50%,C,C5
81.50%,C,C5
81.50%,C,C5
81.50%,D,D1
81.50%,D,D1
81.50%,D,D1
81.50%,D,D2
81.50%,D,D2
81.50%,D,D3
81.50%,D,D3
81.50%,D,D3
81.50%,D,D4
81.50%,D,D5
81.50%,D,D5
81.50%,E,E3
81.50%,E,E3
81.50%,E,E4
81.50%,E,E5
81.50%,E,E5
81.50%,F,F1
81.50%,F,F5
81.60%,A,A5
81.60%,A,A5
81.60%,B,B1
81.60%,B,B1
81.60%,B,B2
81.60%,B,B2
81.60%,B,B3
81.60%,B,B3
81.60%,B,B4
81.60%,B,B4
81.60%,B,B5
81.60%,B,B5
81.60%,B,B5
81.60%,C,C1
81.60%,C,C1
81.60%,C,C1
81.60%,C,C2
81.60%,C,C2
81.60%,C,C3
81.60%,C,C3
81.60%,C,C4
81.60%,C,C4
81.60%,C,C5
81.60%,C,C5
81.60%,D,D2
81.60%,D,D2
81.60%,D,D2
81.60%,D,D2
81.60%,D,D2
81.60%,D,D2
81.60%,D,D3
81.60%,D,D4
81.60%,D,D4
81.60%,D,D4
81.60%,D,D5
81.60%,D,D5
81.60%,E,E2
81.60%,E,E3
81.60%,E,E3
81.60%,E,E4
81.60%,E,E4
81.60%,F,F1
81.60%,G,G2
81.70%,A,A1
81.70%,B,B1
81.70%,B,B1
81.70%,B,B2
81.70%,B,B2
81.70%,B,B2
81.70%,B,B3
81.70%,B,B4
81.70%,B,B4
81.70%,B,B4
81.70%,B,B5
81.70%,B,B5
81.70%,B,B5
81.70%,C,C1
81.70%,C,C1
81.70%,C,C2
81.70%,C,C3
81.70%,C,C3
81.70%,C,C3
81.70%,C,C4
81.70%,C,C4
81.70%,C,C5
81.70%,D,D1
81.70%,D,D1
81.70%,E,E1
81.70%,E,E1
81.70%,E,E1
81.70%,E,E2
81.70%,E,E3
81.70%,E,E3
81.70%,E,E3
81.70%,F,F2
81.70%,F,F3
81.70%,G,G2
81.80%,A,A4
81.80%,A,A4
81.80%,A,A5
81.80%,B,B3
81.80%,B,B3
81.80%,B,B3
81.80%,B,B5
81.80%,B,B5
81.80%,B,B5
81.80%,C,C1
81.80%,C,C2
81.80%,C,C2
81.80%,C,C2
81.80%,C,C3
81.80%,C,C3
81.80%,C,C3
81.80%,C,C4
81.80%,C,C4
81.80%,C,C5
81.80%,C,C5
81.80%,D,D2
81.80%,D,D2
81.80%,D,D3
81.80%,D,D3
81.80%,D,D3
81.80%,D,D4
81.80%,E,E1
81.80%,E,E3
81.80%,E,E3
81.80%,E,E4
81.80%,E,E5
81.80%,E,E5
81.80%,G,G1
81.90%,A,A5
81.90%,A,A5
81.90%,A,A5
81.90%,B,B1
81.90%,B,B1
81.90%,B,B2
81.90%,B,B2
81.90%,B,B3
81.90%,B,B3
81.90%,B,B4
81.90%,B,B4
81.90%,B,B4
81.90%,B,B5
81.90%,B,B5
81.90%,B,B5
81.90%,C,C1
81.90%,C,C1
81.90%,C,C2
81.90%,C,C2
81.90%,C,C3
81.90%,C,C3
81.90%,C,C3
81.90%,C,C4
81.90%,C,C4
81.90%,C,C5
81.90%,C,C5
81.90%,D,D1
81.90%,D,D1
81.90%,D,D2
81.90%,D,D2
81.90%,D,D2
81.90%,D,D3
81.90%,D,D5
81.90%,E,E1
81.90%,E,E2
81.90%,E,E4
81.90%,F,F2
82%,A,A4
82%,A,A5
82%,B,B2
82%,B,B2
82%,B,B2
82%,B,B3
82%,B,B3
82%,B,B3
82%,B,B3
82%,B,B3
82%,B,B4
82%,B,B4
82%,B,B5
82%,B,B5
82%,C,C1
82%,C,C1
82%,C,C1
82%,C,C2
82%,C,C2
82%,C,C2
82%,C,C2
82%,C,C2
82%,C,C3
82%,C,C3
82%,C,C4
82%,C,C5
82%,D,D1
82%,D,D2
82%,D,D3
82%,D,D4
82%,D,D4
82%,D,D4
82%,D,D5
82%,E,E4
82%,E,E5
82%,F,F1
82%,F,F2
82%,F,F3
82.10%,A,A5
82.10%,A,A5
82.10%,B,B1
82.10%,B,B2
82.10%,B,B3
82.10%,B,B4
82.10%,B,B4
82.10%,B,B4
82.10%,B,B5
82.10%,B,B5
82.10%,B,B5
82.10%,B,B5
82.10%,C,C1
82.10%,C,C1
82.10%,C,C1
82.10%,C,C1
82.10%,C,C1
82.10%,C,C2
82.10%,C,C2
82.10%,C,C4
82.10%,C,C5
82.10%,D,D1
82.10%,D,D1
82.10%,D,D2
82.10%,D,D2
82.10%,D,D3
82.10%,E,E3
82.10%,E,E4
82.10%,E,E5
82.10%,F,F5
82.20%,A,A5
82.20%,B,B1
82.20%,B,B1
82.20%,B,B1
82.20%,B,B2
82.20%,B,B2
82.20%,B,B2
82.20%,B,B3
82.20%,B,B3
82.20%,B,B3
82.20%,B,B3
82.20%,B,B3
82.20%,B,B4
82.20%,B,B4
82.20%,B,B5
82.20%,B,B5
82.20%,B,B5
82.20%,C,C1
82.20%,C,C1
82.20%,C,C1
82.20%,C,C2
82.20%,C,C3
82.20%,C,C4
82.20%,C,C4
82.20%,C,C4
82.20%,C,C5
82.20%,D,D1
82.20%,D,D1
82.20%,D,D1
82.20%,D,D2
82.20%,D,D2
82.20%,D,D2
82.20%,D,D2
82.20%,D,D3
82.20%,D,D4
82.20%,D,D5
82.20%,E,E1
82.20%,E,E2
82.20%,E,E3
82.20%,F,F1
82.30%,A,A4
82.30%,B,B2
82.30%,B,B3
82.30%,B,B3
82.30%,B,B3
82.30%,B,B4
82.30%,B,B4
82.30%,B,B4
82.30%,B,B5
82.30%,B,B5
82.30%,B,B5
82.30%,C,C1
82.30%,C,C1
82.30%,C,C2
82.30%,C,C2
82.30%,C,C3
82.30%,C,C3
82.30%,C,C4
82.30%,C,C4
82.30%,C,C5
82.30%,D,D1
82.30%,D,D1
82.30%,D,D1
82.30%,D,D2
82.30%,D,D2
82.30%,D,D2
82.30%,D,D2
82.30%,D,D4
82.30%,D,D4
82.30%,D,D4
82.30%,D,D4
82.30%,D,D5
82.30%,D,D5
82.30%,E,E1
82.30%,E,E3
82.30%,E,E3
82.30%,F,F1
82.30%,F,F2
82.30%,F,F5
82.40%,A,A4
82.40%,A,A4
82.40%,A,A4
82.40%,A,A5
82.40%,B,B1
82.40%,B,B3
82.40%,B,B3
82.40%,B,B3
82.40%,B,B4
82.40%,B,B4
82.40%,B,B4
82.40%,B,B5
82.40%,B,B5
82.40%,B,B5
82.40%,C,C1
82.40%,C,C1
82.40%,C,C2
82.40%,C,C2
82.40%,C,C2
82.40%,C,C2
82.40%,C,C2
82.40%,C,C2
82.40%,C,C3
82.40%,C,C3
82.40%,C,C5
82.40%,D,D1
82.40%,D,D2
82.40%,D,D2
82.40%,D,D3
82.40%,D,D4
82.40%,E,E1
82.40%,E,E2
82.40%,E,E3
82.40%,E,E4
82.40%,E,E4
82.40%,F,F1
82.40%,F,F2
82.50%,A,A4
82.50%,B,B1
82.50%,B,B2
82.50%,B,B2
82.50%,B,B2
82.50%,B,B2
82.50%,B,B2
82.50%,B,B3
82.50%,B,B3
82.50%,B,B4
82.50%,B,B5
82.50%,B,B5
82.50%,B,B5
82.50%,C,C1
82.50%,C,C1
82.50%,C,C1
82.50%,C,C2
82.50%,C,C2
82.50%,C,C3
82.50%,C,C4
82.50%,C,C4
82.50%,C,C4
82.50%,C,C5
82.50%,D,D1
82.50%,D,D1
82.50%,D,D2
82.50%,D,D2
82.50%,D,D2
82.50%,D,D3
82.50%,D,D3
82.50%,D,D3
82.50%,D,D3
82.50%,D,D3
82.50%,D,D3
82.50%,D,D4
82.50%,D,D4
82.50%,D,D5
82.50%,E,E2
82.50%,E,E3
82.50%,E,E4
82.50%,E,E4
82.50%,F,F2
82.50%,F,F5
82.60%,B,B1
82.60%,B,B2
82.60%,B,B2
82.60%,B,B3
82.60%,B,B4
82.60%,B,B5
82.60%,B,B5
82.60%,B,B5
82.60%,C,C1
82.60%,C,C1
82.60%,C,C1
82.60%,C,C1
82.60%,C,C2
82.60%,C,C2
82.60%,C,C2
82.60%,C,C3
82.60%,C,C3
82.60%,C,C5
82.60%,C,C5
82.60%,D,D2
82.60%,D,D2
82.60%,D,D3
82.60%,D,D3
82.60%,D,D3
82.60%,D,D4
82.60%,D,D4
82.60%,D,D4
82.60%,E,E1
82.60%,E,E1
82.60%,E,E2
82.60%,E,E5
82.60%,F,F1
82.70%,A,A3
82.70%,A,A4
82.70%,A,A4
82.70%,B,B1
82.70%,B,B1
82.70%,B,B3
82.70%,B,B3
82.70%,B,B3
82.70%,B,B3
82.70%,B,B4
82.70%,B,B4
82.70%,B,B4
82.70%,B,B4
82.70%,B,B5
82.70%,B,B5
82.70%,C,C1
82.70%,C,C1
82.70%,C,C1
82.70%,C,C1
82.70%,C,C1
82.70%,C,C2
82.70%,C,C2
82.70%,C,C2
82.70%,C,C4
82.70%,C,C5
82.70%,C,C5
82.70%,C,C5
82.70%,D,D1
82.70%,D,D1
82.70%,D,D1
82.70%,D,D2
82.70%,D,D2
82.70%,D,D4
82.70%,D,D5
82.70%,D,D5
82.70%,E,E2
82.70%,E,E3
82.70%,E,E4
82.70%,E,E5
82.70%,F,F1
82.70%,F,F1
82.80%,B,B2
82.80%,B,B2
82.80%,B,B3
82.80%,B,B4
82.80%,B,B5
82.80%,B,B5
82.80%,B,B5
82.80%,B,B5
82.80%,C,C1
82.80%,C,C2
82.80%,C,C2
82.80%,C,C2
82.80%,C,C3
82.80%,C,C3
82.80%,C,C3
82.80%,C,C3
82.80%,C,C4
82.80%,C,C4
82.80%,C,C5
82.80%,C,C5
82.80%,C,C5
82.80%,C,C5
82.80%,D,D1
82.80%,D,D1
82.80%,D,D1
82.80%,D,D2
82.80%,D,D2
82.80%,D,D2
82.80%,D,D2
82.80%,D,D3
82.80%,D,D4
82.80%,D,D4
82.80%,D,D4
82.80%,D,D4
82.80%,D,D5
82.80%,E,E2
82.80%,E,E2
82.80%,E,E3
82.90%,A,A2
82.90%,A,A4
82.90%,A,A5
82.90%,A,A5
82.90%,B,B3
82.90%,B,B3
82.90%,B,B4
82.90%,B,B4
82.90%,B,B4
82.90%,B,B4
82.90%,B,B5
82.90%,B,B5
82.90%,B,B5
82.90%,B,B5
82.90%,B,B5
82.90%,B,B5
82.90%,C,C1
82.90%,C,C1
82.90%,C,C1
82.90%,C,C2
82.90%,C,C2
82.90%,C,C2
82.90%,C,C3
82.90%,C,C3
82.90%,C,C4
82.90%,D,D1
82.90%,D,D1
82.90%,D,D2
82.90%,D,D2
82.90%,D,D2
82.90%,D,D2
82.90%,D,D2
82.90%,D,D2
82.90%,D,D3
82.90%,D,D4
82.90%,D,D4
82.90%,D,D4
82.90%,D,D4
82.90%,D,D5
82.90%,E,E1
82.90%,E,E1
82.90%,E,E2
82.90%,F,F4
83%,A,A4
83%,A,A5
83%,A,A5
83%,A,A5
83%,B,B1
83%,B,B1
83%,B,B4
83%,B,B4
83%,B,B5
83%,B,B5
83%,B,B5
83%,C,C1
83%,C,C1
83%,C,C1
83%,C,C2
83%,C,C2
83%,C,C2
83%,C,C2
83%,C,C3
83%,C,C3
83%,C,C3
83%,C,C4
83%,C,C5
83%,C,C5
83%,C,C5
83%,D,D3
83%,D,D3
83%,D,D3
83%,D,D4
83%,D,D5
83%,D,D5
83%,E,E1
83%,E,E1
83%,E,E2
83%,E,E2
83%,E,E3
83%,E,E4
83%,F,F5
83%,G,G4
83.10%,A,A4
83.10%,A,A5
83.10%,B,B1
83.10%,B,B3
83.10%,B,B4
83.10%,B,B4
83.10%,B,B4
83.10%,B,B5
83.10%,B,B5
83.10%,C,C1
83.10%,C,C1
83.10%,C,C1
83.10%,C,C2
83.10%,C,C2
83.10%,C,C2
83.10%,C,C2
83.10%,C,C2
83.10%,C,C2
83.10%,C,C3
83.10%,C,C3
83.10%,C,C3
83.10%,C,C5
83.10%,D,D1
83.10%,D,D1
83.10%,D,D2
83.10%,D,D5
83.10%,D,D5
83.10%,D,D5
83.10%,D,D5
83.10%,E,E1
83.10%,E,E2
83.10%,E,E2
83.10%,E,E2
83.10%,E,E4
83.10%,E,E5
83.10%,E,E5
83.10%,F,F1
83.10%,F,F4
83.20%,A,A1
83.20%,A,A5
83.20%,A,A5
83.20%,B,B3
83.20%,B,B3
83.20%,B,B3
83.20%,B,B4
83.20%,B,B5
83.20%,B,B5
83.20%,B,B5
83.20%,B,B5
83.20%,B,B5
83.20%,C,C1
83.20%,C,C1
83.20%,C,C1
83.20%,C,C1
83.20%,C,C2
83.20%,C,C3
83.20%,C,C3
83.20%,C,C3
83.20%,C,C4
83.20%,C,C4
83.20%,C,C5
83.20%,C,C5
83.20%,D,D1
83.20%,D,D2
83.20%,D,D2
83.20%,D,D2
83.20%,D,D2
83.20%,E,E1
83.20%,E,E2
83.20%,E,E2
83.20%,E,E2
83.30%,A,A4
83.30%,A,A5
83.30%,A,A5
83.30%,A,A5
83.30%,A,A5
83.30%,B,B1
83.30%,B,B2
83.30%,B,B2
83.30%,B,B3
83.30%,B,B4
83.30%,B,B5
83.30%,B,B5
83.30%,B,B5
83.30%,C,C1
83.30%,C,C1
83.30%,C,C1
83.30%,C,C1
83.30%,C,C1
83.30%,C,C1
83.30%,C,C1
83.30%,C,C2
83.30%,C,C2
83.30%,C,C2
83.30%,C,C3
83.30%,C,C3
83.30%,C,C5
83.30%,C,C5
83.30%,C,C5
83.30%,D,D1
83.30%,D,D1
83.30%,D,D2
83.30%,D,D3
83.30%,D,D5
83.30%,D,D5
83.30%,E,E1
83.30%,E,E1
83.30%,E,E2
83.30%,E,E3
83.30%,E,E5
83.30%,E,E5
83.30%,E,E5
83.30%,F,F1
83.30%,F,F5
83.30%,G,G5
83.40%,A,A5
83.40%,B,B1
83.40%,B,B1
83.40%,B,B2
83.40%,B,B3
83.40%,B,B3
83.40%,B,B4
83.40%,B,B4
83.40%,B,B5
83.40%,B,B5
83.40%,C,C1
83.40%,C,C1
83.40%,C,C1
83.40%,C,C2
83.40%,C,C3
83.40%,C,C3
83.40%,C,C3
83.40%,C,C3
83.40%,D,D1
83.40%,D,D2
83.40%,D,D3
83.40%,D,D3
83.40%,D,D4
83.40%,D,D5
83.40%,D,D5
83.40%,E,E1
83.40%,E,E2
83.40%,E,E3
83.40%,E,E5
83.40%,F,F1
83.40%,F,F3
83.40%,F,F3
83.50%,A,A2
83.50%,A,A3
83.50%,A,A5
83.50%,A,A5
83.50%,A,A5
83.50%,A,A5
83.50%,B,B1
83.50%,B,B1
83.50%,B,B2
83.50%,B,B3
83.50%,B,B3
83.50%,B,B3
83.50%,B,B3
83.50%,B,B3
83.50%,B,B3
83.50%,B,B4
83.50%,B,B5
83.50%,B,B5
83.50%,C,C1
83.50%,C,C1
83.50%,C,C1
83.50%,C,C2
83.50%,C,C3
83.50%,C,C3
83.50%,C,C4
83.50%,C,C4
83.50%,C,C4
83.50%,C,C4
83.50%,D,D1
83.50%,D,D2
83.50%,D,D2
83.50%,D,D2
83.50%,D,D2
83.50%,D,D4
83.50%,D,D4
83.50%,D,D5
83.50%,E,E1
83.50%,E,E2
83.50%,E,E3
83.50%,E,E3
83.50%,F,F1
83.50%,F,F1
83.50%,G,G1
83.60%,A,A4
83.60%,A,A4
83.60%,A,A5
83.60%,A,A5
83.60%,A,A5
83.60%,B,B2
83.60%,B,B2
83.60%,B,B2
83.60%,B,B3
83.60%,B,B3
83.60%,B,B5
83.60%,B,B5
83.60%,B,B5
83.60%,B,B5
83.60%,C,C1
83.60%,C,C1
83.60%,C,C1
83.60%,C,C2
83.60%,C,C2
83.60%,C,C2
83.60%,C,C3
83.60%,C,C4
83.60%,C,C4
83.60%,D,D1
83.60%,D,D1
83.60%,D,D4
83.60%,D,D4
83.60%,E,E2
83.60%,E,E2
83.60%,E,E3
83.60%,E,E4
83.60%,E,E4
83.60%,E,E5
83.60%,F,F3
83.60%,G,G4
83.60%,G,G4
83.70%,A,A3
83.70%,B,B1
83.70%,B,B1
83.70%,B,B2
83.70%,B,B2
83.70%,B,B2
83.70%,B,B2
83.70%,B,B2
83.70%,B,B2
83.70%,B,B2
83.70%,B,B3
83.70%,B,B3
83.70%,B,B3
83.70%,B,B3
83.70%,B,B4
83.70%,B,B4
83.70%,C,C1
83.70%,C,C1
83.70%,C,C1
83.70%,C,C1
83.70%,C,C2
83.70%,C,C3
83.70%,C,C3
83.70%,C,C4
83.70%,C,C4
83.70%,C,C4
83.70%,C,C4
83.70%,C,C4
83.70%,C,C5
83.70%,C,C5
83.70%,C,C5
83.70%,D,D3
83.70%,D,D3
83.70%,D,D3
83.70%,D,D3
83.70%,D,D3
83.70%,D,D4
83.70%,D,D4
83.70%,D,D4
83.70%,D,D5
83.70%,E,E2
83.70%,E,E2
83.70%,E,E3
83.70%,E,E3
83.70%,E,E4
83.80%,A,A5
83.80%,A,A5
83.80%,B,B2
83.80%,B,B3
83.80%,B,B3
83.80%,B,B4
83.80%,B,B4
83.80%,B,B5
83.80%,B,B5
83.80%,B,B5
83.80%,C,C1
83.80%,C,C2
83.80%,C,C2
83.80%,C,C2
83.80%,C,C2
83.80%,C,C2
83.80%,C,C2
83.80%,C,C2
83.80%,C,C2
83.80%,C,C3
83.80%,C,C3
83.80%,C,C4
83.80%,C,C4
83.80%,C,C4
83.80%,C,C5
83.80%,C,C5
83.80%,D,D3
83.80%,D,D3
83.80%,D,D5
83.80%,E,E1
83.80%,E,E2
83.80%,E,E2
83.80%,E,E3
83.90%,A,A5
83.90%,B,B1
83.90%,B,B1
83.90%,B,B3
83.90%,B,B3
83.90%,B,B3
83.90%,B,B4
83.90%,B,B4
83.90%,B,B4
83.90%,B,B4
83.90%,B,B5
83.90%,B,B5
83.90%,B,B5
83.90%,C,C1
83.90%,C,C1
83.90%,C,C1
83.90%,C,C2
83.90%,C,C2
83.90%,C,C2
83.90%,C,C3
83.90%,C,C4
83.90%,C,C5
83.90%,C,C5
83.90%,C,C5
83.90%,D,D1
83.90%,D,D1
83.90%,D,D2
83.90%,D,D2
83.90%,E,E1
83.90%,E,E2
83.90%,E,E3
83.90%,F,F1
83.90%,F,F1
83.90%,F,F4
83.90%,G,G1
84%,A,A3
84%,A,A4
84%,B,B1
84%,B,B1
84%,B,B3
84%,B,B3
84%,B,B3
84%,B,B4
84%,B,B5
84%,B,B5
84%,C,C1
84%,C,C1
84%,C,C1
84%,C,C1
84%,C,C1
84%,C,C1
84%,C,C1
84%,C,C2
84%,C,C2
84%,C,C3
84%,C,C5
84%,C,C5
84%,C,C5
84%,C,C5
84%,D,D1
84%,D,D2
84%,D,D2
84%,D,D2
84%,D,D4
84%,D,D5
84%,D,D5
84%,E,E1
84%,E,E1
84%,E,E2
84%,E,E3
84%,E,E3
84%,E,E3
84%,E,E3
84%,G,G1
84.10%,A,A4
84.10%,A,A5
84.10%,A,A5
84.10%,A,A5
84.10%,B,B1
84.10%,B,B1
84.10%,B,B1
84.10%,B,B2
84.10%,B,B3
84.10%,B,B3
84.10%,B,B3
84.10%,B,B5
84.10%,B,B5
84.10%,B,B5
84.10%,C,C1
84.10%,C,C2
84.10%,C,C2
84.10%,C,C2
84.10%,C,C2
84.10%,C,C3
84.10%,C,C3
84.10%,C,C4
84.10%,D,D1
84.10%,D,D1
84.10%,D,D2
84.10%,D,D2
84.10%,D,D3
84.10%,D,D3
84.10%,D,D3
84.10%,D,D5
84.10%,E,E2
84.10%,E,E3
84.10%,E,E3
84.10%,E,E4
84.10%,E,E4
84.10%,E,E5
